id	picture	segment 1	segment 2	segment 3	segment 4	segment 5	segment 6	segment 7	segment 8	segment 9	duration 1	duration 2	duration 3	duration 4	duration 5	duration 6	duration 7	duration 8	duration 9	trigger 1	trigger 2	trigger 3	trigger 4	trigger 5	trigger 6	trigger 7	trigger 8	trigger 9
3	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	3	102	3	108	109	3	104	3	106
17	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	17	103	17	108	109	17	105	17	106
7	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	7	102	7	108	109	7	104	7	106
44	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	44	102	44	108	109	44	105	44	106
9	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	9	102	9	108	109	9	104	9	106
48	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	48	102	48	108	109	48	105	48	106
46	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	46	102	46	108	109	46	105	46	106
27	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	27	103	27	108	109	27	105	27	106
41	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	41	102	41	108	109	41	105	41	106
61	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	61	103	61	108	109	61	104	61	106
6	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	6	102	6	108	109	6	104	6	106
40	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	40	102	40	108	109	40	105	40	106
56	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	56	103	56	108	109	56	104	56	106
26	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	26	103	26	108	109	26	105	26	106
53	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	53	103	53	108	109	53	104	53	106
60	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	60	103	60	108	109	60	104	60	106
